n,repetition,theta_NO_s,theta_BH_s,t_NO_s,t_BH_s,theta_plus_t_NO_s,theta_plus_t_BH_s
60,1,0.00000000,0.00000000,0.01500000,0.00200000,0.01500000,0.00200000
60,2,0.00000000,0.00000000,0.01500000,0.00300000,0.01500000,0.00300000
60,3,0.00000000,0.00100000,0.01500000,0.00200000,0.01500000,0.00300000
60,4,0.00000000,0.00000000,0.01500000,0.00300000,0.01500000,0.00300000
60,5,0.00000000,0.00000000,0.01400000,0.00300000,0.01400000,0.00300000
60,6,0.00000000,0.00000000,0.01400000,0.00300000,0.01400000,0.00300000
60,7,0.00000000,0.00000000,0.01400000,0.00300000,0.01400000,0.00300000
60,8,0.00000000,0.00000000,0.01500000,0.00200000,0.01500000,0.00200000
60,9,0.00000000,0.00000000,0.01500000,0.00200000,0.01500000,0.00200000
60,10,0.00000000,0.00100000,0.01300000,0.00400000,0.01300000,0.00500000
100,1,0.00000000,0.00100000,0.08800000,0.01500000,0.08800000,0.01600000
