n,repetition,theta_NO_s,theta_BH_s,t_NO_s,t_BH_s,theta_plus_t_NO_s,theta_plus_t_BH_s,theta_NO_numba_s,theta_BH_numba_s
128,31,0.001268699998036,0.4500872999924468,29.78750420000869,3.461016200002632,29.78877290000673,3.911103499995079,4.499999340623617e-05,0.0035720000014407
128,32,0.0012799000105587,0.4583567999943625,30.097857400003704,3.818214600003557,30.099137300014263,4.27657139999792,4.489999264478684e-05,0.0036010000039823
128,33,0.0011985000019194,0.4594268999935593,29.887958300008904,4.261930200009374,29.889156800010824,4.721357100002933,5.529999907594174e-05,0.0040918000013334
128,34,0.0012581000046338,0.4603505000122823,29.844846499996493,2.9582404000102542,29.846104600001127,3.4185909000225365,5.160000000614673e-05,0.0035802000056719
128,35,0.0012349000026006,0.4612989000015659,29.868314599996665,3.903205599999637,29.869549499999263,4.364504500001203,4.369999805931002e-05,0.0035803999926429
128,36,0.0012975999998161,0.4656033000064781,29.8368671000062,3.418854000003193,29.83816470000602,3.884457300009672,4.7599998652003706e-05,0.0036065000022063
128,37,0.0012819999974453,0.4605203999963123,29.856237900006818,2.845722899990505,29.857519900004263,3.306243299986818,4.4800006435252726e-05,0.0036881000123685
128,38,0.0012492000096244,0.4681944000039948,29.79462960000092,3.269300599989947,29.79587880001054,3.7374949999939417,4.470000567380339e-05,0.0036267999967094
128,39,0.0013001000043004,0.4606122999975923,29.915246400007163,3.602671000000555,29.916546500011464,4.063283299998147,4.5199994929134846e-05,0.003666400007205
128,40,0.0012477999989641,0.4585035999916727,29.93911000000662,2.1631395000003977,29.940357800005582,2.6216430999920703,4.4800006435252726e-05,0.0038924999971641
128,41,0.0012236000038683,0.4568966000078944,29.852038799988804,3.672039400000358,29.85326239999268,4.1289360000082524,4.50000079581514e-05,0.003895999994711
128,42,0.0012401999993016,0.4550871999963419,30.10000140000193,4.328205500001786,30.10124160000123,4.783292699998128,5.390000296756625e-05,0.0041245000029448
128,43,0.0012440999998943,0.4639221999968868,29.78902470000321,3.9800399000087054,29.790268800003105,4.443962100005592,4.870000702794641e-05,0.0040436999988742
128,44,0.0013311000075191,0.4658300000010058,29.826971100003,3.409735200009891,29.828302200010512,3.8755652000108967,5.689999670721591e-05,0.0036173000116832
128,45,0.0012385000009089,0.4576718000025721,30.210314600000856,4.28891350000049,30.211553100001765,4.746585300003062,4.810000245925039e-05,0.0035822999925585
128,46,0.0012433999945642,0.4591465999983484,30.07678180000221,4.369238899991615,30.078025199996773,4.828385499989963,4.509999416768551e-05,0.003572499990696
128,47,0.0013557000056607,0.4500307999987853,29.77340599999297,3.906825600002776,29.774761699998635,4.356856400001561,4.849999095313251e-05,0.0035811999987345
128,48,0.0013008999958401,0.4750084000115748,29.8232766000001,3.5358776000066428,29.82457749999594,4.010886000018218,4.490000719670206e-05,0.0035802999918814
128,49,0.0012830999912694,0.45704900000419,29.800800700002583,3.1998220999958,29.80208379999385,3.656871099999989,5.889999738428742e-05,0.0036921999999321
128,50,0.0014980999985709,0.4561701000056928,29.876815099996747,4.13351440000406,29.87831319999532,4.589684500009753,4.749999789055437e-05,0.0035956000065198
128,51,0.0012118000013288,0.4609934999898541,29.8089473,3.9832076000020606,29.81015910000133,4.444201099991915,5.230000533629209e-05,0.003638399997726
128,52,0.0012341999972704,0.4608676000061678,30.029610600002343,3.266918599998462,30.030844799999613,3.72778620000463,4.540001100394875e-05,0.0036499999987427
128,53,0.0012472999951569,0.4638644000078784,30.25695229999837,3.220191000000341,30.25819959999353,3.6840554000082193,4.489999264478684e-05,0.0039383999974234
128,54,0.0012387000024318,0.4537298000068404,30.043048300009104,2.9569405000074767,30.044287000011536,3.410670300014317,4.630000330507755e-05,0.0036144999903626
128,55,0.0014765999949304,0.467369799996959,30.364627600007225,3.3106487000040943,30.366104200002155,3.778018500001053,4.630000330507755e-05,0.003545400002622
128,56,0.0012740999954985,0.463128700008383,29.17066099999647,2.847855799991521,29.17193509999197,3.310984499999904,4.6200002543628216e-05,0.0035982999979751
128,57,0.0012591999984579,0.4545319000026211,29.893107999989297,3.631735100003425,29.894367199987755,4.086267000006046,4.489999264478684e-05,0.0037069000100018
128,58,0.0012404000008245,0.4584489999979269,29.822318599995924,3.270990599994548,29.82355899999675,3.7294395999924745,4.679999256040901e-05,0.0041325000056531
128,59,0.0012344999995548,0.4574416000104975,30.04739599999448,4.3982982999878,30.04863049999404,4.855739899998298,4.569999873638153e-05,0.0035796999873127
128,60,0.0014921999973012,0.4611716999934288,30.00552409999364,3.692247800005134,30.007016299990937,4.153419499998563,4.600000102072954e-05,0.0035639999987324
128,61,0.0012830999912694,0.4491687999980058,29.931861700009904,4.089408400002867,29.933144800001173,4.538577200000873,4.509999416768551e-05,0.0037175000034039
128,62,0.0012646999966818,0.4552701000066008,30.251966600000745,3.819412700002431,30.253231299997424,4.274682800009032,4.539999645203352e-05,0.0035869000130333
128,63,0.0012567000085255,0.4667821000039112,30.042665100001614,2.8964770000020508,30.04392180001014,3.363259100005962,4.8900008550845087e-05,0.0036262000066926
128,64,0.0014172999945003,0.4570495999942068,29.949239199995645,3.892791399994167,29.950656499990146,4.349840999988373,4.439998883754015e-05,0.0035986000002594
128,65,0.0012822999997297,0.4512152999959653,30.056624600008945,3.863298999989638,30.057906900008675,4.314514299985603,4.640000406652689e-05,0.0036136999988229
128,66,0.0016824999911477,0.4531646999967051,29.93700559998979,3.1577172999968752,29.938688099980936,3.610881999993581,4.4200001866556704e-05,0.0035750000097323
128,67,0.0015201000060187,0.4497296000045025,30.1976355999941,3.169081900006858,30.19915570000012,3.618811500011361,4.569999873638153e-05,0.0036320000072009
128,68,0.0012329000019235,0.4655792999983532,29.998023600011948,2.8460663000005297,29.99925650001387,3.311645599998883,4.600000102072954e-05,0.0035719000006793
128,69,0.0012118999875383,0.4603102000110084,29.95303530000092,3.08386579999933,29.95424719998846,3.5441760000103386,4.5199994929134846e-05,0.0042697000026237
128,70,0.0012562000047182,0.464995699992869,30.02843560000474,3.994993799991789,30.02969180000946,4.459989499984658,4.560001252684742e-05,0.0036271999997552
128,71,0.0012404000008245,0.4726592000079108,30.094812600000296,3.105985000001965,30.09605300000112,3.578644200009876,4.410000110510737e-05,0.0035835000016959
128,72,0.0013094000023556,0.4576430000015534,30.104971799999475,2.961553799992544,30.10628120000183,3.419196799994097,4.699999408330768e-05,0.0036039999977219
128,73,0.0012527000071713,0.4758904999907827,30.08138730000064,4.096270499998354,30.08264000000781,4.572160999989137,4.410000110510737e-05,0.0036697999894386
128,74,0.0012576000008266,0.4545286000065971,30.02098719999776,3.666605399994296,30.02224479999859,4.121134000000893,4.370001261122525e-05,0.0038246999902185
128,75,0.0011957000097027,0.4698906999983592,30.05415840000205,3.808952299994417,30.055354100011755,4.278842999992776,6.669999856967479e-05,0.0040841000009095
139,1,0.0016332999948645,0.5859428999974625,35.60653740000271,4.275647999995272,35.60817069999757,4.861590899992734,4.940001235809177e-05,0.004332999989856
139,2,0.0014160999999148,0.5809080000035465,35.4408734000026,4.5158206000051,35.44228950000252,5.096728600008646,4.8900008550845087e-05,0.005509799986612
139,3,0.0014561999996658,0.5863646999932826,35.502192100000684,4.543763599998783,35.50364830000035,5.130128299992066,6.320000102277845e-05,0.0051176999986637
139,4,0.0014448000001721,0.5886832999967737,35.84236910000618,5.004809599995497,35.84381390000635,5.59349289999227,6.500000017695129e-05,0.0045701000053668
139,5,0.0014441999956034,0.6061819000024116,35.424147199999425,4.733013699995354,35.42559139999503,5.339195599997765,5.0300004659220576e-05,0.0043686999997589
139,6,0.0016203999985009,0.6050022000126773,35.61239140000544,4.857161700012512,35.61401180000394,5.462163900025189,4.300000728107989e-05,0.0047142999974312
139,7,0.0014302999916253,0.5814441999973496,35.395974800005206,3.839648699999088,35.39740509999683,4.421092899996438,4.739999712910503e-05,0.0054110999917611
139,8,0.0014680000022053,0.5852285000000848,35.65781609999249,4.6635843999974895,35.65928409999469,5.248812899997574,5.01000031363219e-05,0.0043756999948527
139,9,0.0014786999963689,0.5858117000025231,35.65862129999732,4.695733999993536,35.66009999999369,5.281545699996059,5.060000694356859e-05,0.0044322000030661
139,10,0.0014678000006824,0.590397000007215,35.986639700000524,5.161090500012506,35.988107500001206,5.751487500019721,5.4500007536262274e-05,0.0043631000007735
139,11,0.0014808999985689,0.5832209000072908,35.574181200005114,5.676547600000049,35.57566210000368,6.25976850000734,5.199998850002885e-05,0.0048230999964289
139,12,0.0014277000009315,0.5921148000052199,35.40426139999181,5.033196600008523,35.40568909999274,5.625311400013743,6.100001337472349e-05,0.0046047999931033
139,13,0.0014811000000918,0.5854849000024842,35.55187529999239,4.748198700006469,35.55335639999248,5.333683600008953,5.380000220611692e-05,0.0053208000026643
139,14,0.0013967999984743,0.5867112999985693,35.50887829999556,6.202316199996858,35.51027509999403,6.789027499995427,5.050000618211925e-05,0.0053209999896353
139,15,0.0014634999970439,0.5927557999966666,36.02938799999538,5.243271900006221,36.03085149999242,5.836027700002887,4.810000245925039e-05,0.0043433999962871
139,16,0.0013876000011805,0.5888023000006797,35.61925799999153,5.962234499995248,35.62064559999271,6.551036799995927,4.859999171458185e-05,0.0043336999951861
139,17,0.0014666000060969,0.5824094000126934,35.35603939999419,4.783571799998754,35.357506000000285,5.365981200011447,4.829998943023384e-05,0.0043575000017881
139,18,0.0014673999976366,0.5869811000011396,35.57878609999898,4.230190300004324,35.580253499996616,4.817171400005464,5.220000457484275e-05,0.0053098999924259
139,19,0.0014355000021168,0.586212299996987,35.37513509999553,6.494062199999462,35.37657059999765,7.080274499996449,4.879999323748052e-05,0.0046103000058792
139,20,0.0017568000039318,0.5859215999953449,35.730996800004505,4.613005000006524,35.73275360000844,5.198926600001869,4.809998790733516e-05,0.0043737000087276
139,21,0.0016202999977394,0.5828381000028457,35.49579139999696,4.821194700009073,35.4974116999947,5.404032800011919,5.0099988584406674e-05,0.0043225999979767
139,22,0.0015191999991657,0.5813127000001259,35.536466200006544,4.125316099991323,35.53798540000571,4.706628799991449,4.860000626649708e-05,0.0046294000057969
139,23,0.0014279000024544,0.5825905000092462,35.45388640000601,4.962430499988841,35.45531430000847,5.545020999998087,5.020000389777124e-05,0.0043917000002693
139,24,0.0014302000054158,0.5825894000008702,35.80332720000297,4.793394799999078,35.804757400008384,5.375984199999948,5.299999611452222e-05,0.0044250999926589
139,25,0.0014644999901065,0.5911824000068009,35.903403200005414,5.535269300002256,35.90486769999552,6.126451700009056,5.34000137122348e-05,0.005177699989872
139,26,0.0014060999965295,0.5888147999939974,35.50348200000008,5.262623299990082,35.504888099996606,5.85143809998408,5.200000305194408e-05,0.0043358000111766
139,27,0.0014546000020345,0.5883262999996077,35.59334189999208,5.258764999991399,35.59479649999412,5.847091299991007,4.939999780617654e-05,0.0043316000082995
139,28,0.0014718000020366,0.6048144999949727,35.462788799995906,6.32885210000677,35.46426059999794,6.933666600001743,5.299999611452222e-05,0.0043102000054204
139,29,0.0014642999885836,0.5759168999938993,35.41120899999805,4.197262199988472,35.41267329998664,4.773179099982372,4.89999947603792e-05,0.0042979999998351
139,30,0.0014552000066032,0.5769118000025628,35.64230430001044,4.262890099998913,35.64375950001704,4.839801900001476,5.01000031363219e-05,0.0048941999993985
139,31,0.0014439000078709,0.5862244000018109,35.97410089999903,4.926285499997903,35.9755448000069,5.5125098999997135,4.89999947603792e-05,0.0043630000000121
139,32,0.0014776000025449,0.590618899994297,36.00406500000099,5.524857500000508,36.00554260000354,6.1154763999948045,4.959999932907522e-05,0.0048289999976987
139,33,0.0018339000089326,0.5948552000045311,36.00296179999714,4.00207170000067,36.00479570000607,4.596926900005201,4.990000161342323e-05,0.00434359999781
139,34,0.0014815000031376,0.5891971000091871,35.52584139999817,5.031489600005443,35.52732290000131,5.62068670001463,5.01000031363219e-05,0.0052081999892834
139,35,0.0014184000028762,0.5795720999885816,35.5633952000062,5.2598090000101365,35.564813600009074,5.839381099998718,4.8699992476031184e-05,0.0043388999911258
139,36,0.0014560999989043,0.5836313000036171,35.51635350000288,5.328382400010014,35.51780960000178,5.912013700013631,5.01000031363219e-05,0.0043839000136358
139,37,0.0014267000078689,0.5863949000049615,35.42035270000633,5.255478299994138,35.4217794000142,5.8418731999991,5.390000296756625e-05,0.0043549999973038
139,38,0.0014397000049939,0.5841055000055349,35.38706399999501,5.117124199998216,35.3885037,5.701229700003751,6.259999645408243e-05,0.0048515999951632
139,39,0.001480500010075,0.5782640999968862,35.534429499995895,6.018465200002538,35.53591000000597,6.596729299999424,5.370000144466758e-05,0.0043977000023005
139,40,0.0014878999936627,0.5818400999996811,35.384210100004566,5.505852599992068,35.38569799999823,6.087692699991749,4.8000001697801054e-05,0.0043598000047495
139,41,0.0014261000033002,0.5809626999980537,35.36213039999711,4.524107200006256,35.36355650000041,5.10506990000431,5.019998934585601e-05,0.0043643999961204
139,42,0.0014949000033084,0.5873566000082064,35.42192789999535,3.3929933000035817,35.42342279999866,3.980349900011788,4.979998630005866e-05,0.0043485999922268
139,43,0.0015063000028021,0.5720351999916602,35.471846599990386,5.169847100012703,35.47335289999319,5.741882300004363,5.889999738428742e-05,0.0044234000088181
139,44,0.0014308000099845,0.5845074999961071,35.459716299999855,4.300770500005456,35.46114710000984,4.885278000001563,4.9899987061508e-05,0.0044245000026421
139,45,0.0018294000037712,0.5867394000088098,35.31920559999708,4.551142800002708,35.32103500000085,5.137882200011518,5.420000525191426e-05,0.0043298000091454
139,46,0.0014157999976305,0.5779521999938879,35.54663860000437,5.103021700007957,35.548054400002,5.680973900001845,5.059999239165336e-05,0.0043557000026339
139,47,0.001480500010075,0.5860579000000143,35.40634190000128,5.045661700001801,35.407822400011355,5.631719600001816,4.8699992476031184e-05,0.0056327000056626
139,48,0.0014720000035595,0.5872184000036214,35.56301809998695,4.7703884999937145,35.56449009999051,5.357606899997336,4.860000626649708e-05,0.0043256999924778
139,49,0.0014668999938294,0.582339000000502,35.47773439998855,5.555715299997246,35.47920129998238,6.138054299997748,5.26000076206401e-05,0.0043669000006048
139,50,0.0014123999862931,0.5847009000135586,35.532792900005006,4.755694100007531,35.5342052999913,5.34039500002109,5.029999010730535e-05,0.0047526999987894
139,51,0.0014260000025387,0.5914213999931235,35.732694200007245,5.426580400002422,35.734120200009784,6.018001799995545,5.049999163020402e-05,0.0043040000018663
139,52,0.0014745999942533,0.6098610000044573,35.37758239998948,4.921948799994425,35.37905699998373,5.531809799998882,5.250000685919076e-05,0.0043521000043256
139,53,0.0014577999972971,0.5736298999981955,35.529766300009214,5.506422200007364,35.53122410000651,6.08005210000556,4.700000863522291e-05,0.0043153000005986
139,54,0.0014596999972127,0.582266500001424,35.31211210000038,5.143743700013147,35.31357179999759,5.726010200014571,5.240000609774143e-05,0.0043250000016996
139,55,0.0014436999917961,0.5754051999974763,35.326175299996976,4.379707900006906,35.32761899998877,4.955113100004382,4.939999780617654e-05,0.0043319999967934
139,56,0.0014331999991554,0.586836399990716,35.51823709999735,4.854389900006936,35.519670299996505,5.441226299997652,4.980000085197389e-05,0.0055528999946545
139,57,0.0017403999954694,0.5872904999996535,35.6161151999986,4.32504829998652,35.61785559999407,4.912338799986173,5.120001151226461e-05,0.0043230000010225
139,58,0.001461100007873,0.5986842999991495,35.43146510000224,6.232364700001199,35.432926200010115,6.831049000000348,5.509999755304307e-05,0.0043299999961163
139,59,0.0014314000000013,0.580184400008875,35.65533130000404,4.563671700001578,35.65676270000404,5.143856100010453,4.269999044481665e-05,0.0043607999978121
139,60,0.0014604000025428,0.5976181000005454,35.311987499997485,5.585379899988766,35.31344790000003,6.182997999989311,5.290000990498811e-05,0.0044321000023046
139,61,0.0014290999970398,0.5849373000091873,35.6976030000078,6.430133600006229,35.69903210000484,7.0150709000154166,5.420000525191426e-05,0.0043351000058464
139,62,0.0014467000000877,0.5923373000114225,35.50855300000694,6.174952499990468,35.50999970000703,6.76728980000189,5.4800009820610285e-05,0.0050115000049117
139,63,0.0014573999942513,0.5788412000110839,35.35969009999826,5.352134800006752,35.36114749999251,5.930976000017836,5.919999966863543e-05,0.0043747000017901
139,64,0.0019399000011617,0.5886543999949936,35.504348400005256,4.098579199999222,35.50628830000642,4.687233599994215,5.370000144466758e-05,0.004914799996186
139,65,0.0014380000066012,0.5810887000116054,35.447228899996844,5.644199300004402,35.448666900003445,6.225288000016008,4.9299997044727206e-05,0.0043659000075422
139,66,0.0016018000023905,0.6012431999988621,35.59418410000217,4.004255100007867,35.59578590000456,4.6054983000067296,5.699999746866524e-05,0.0053276999969966
139,67,0.0015752000035718,0.5891885000019101,35.715449700001045,4.54142920000595,35.71702490000462,5.1306177000078605,5.4100004490464926e-05,0.0043491999967955
139,68,0.0014609000063501,0.5840949999983422,35.52286509999249,5.479890300004627,35.52432599999884,6.063985300002969,4.909999552182853e-05,0.0050697999977273
139,69,0.0017168000049423,0.6044598000007682,35.57007459999295,5.617269499998656,35.57179139999789,6.221729299999424,5.029999010730535e-05,0.0043510999967111
139,70,0.0014111000054981,0.5968902000022354,35.36501660000067,5.020630300001358,35.36642770000617,5.617520500003593,5.309999687597156e-05,0.0043667999998433
139,71,0.0013821999891661,0.5809272999904351,35.591424400001415,4.141554699992412,35.59280659999058,4.722481999982847,4.339999577496201e-05,0.0043554000003496
139,72,0.0014801000070292,0.602687499995227,35.6640916000033,4.871757200002321,35.66557170001033,5.474444699997548,4.5900000259280205e-05,0.0043517000012798
139,73,0.0014475000061793,0.6012519999931101,35.41971430000558,4.944534199996269,35.42116180001176,5.545786199989379,4.959999932907522e-05,0.0047992000036174
139,74,0.0014594999956898,0.5965697999927215,35.296174100003554,4.54180200000701,35.297633599999244,5.138371799999732,4.939999780617654e-05,0.0044038999913027
139,75,0.001451400006772,0.5813670999923488,35.65875159999996,4.439119300004677,35.66020300000673,5.020486399997026,4.959999932907522e-05,0.0045950999920023
150,1,0.0016819000011309,0.7287783999927342,41.75655609999376,6.8276458000036655,41.75823799999489,7.5564241999964,5.679999594576657e-05,0.005275999996229
150,2,0.0017999999981839,0.7359510000096634,41.80765309999697,7.457582000002731,41.80945309999515,8.193533000012394,5.790000432170928e-05,0.00528789999953
150,3,0.0016553000023122,0.7337924000021303,42.21297130000312,5.926484700001311,42.21462660000543,6.660277100003441,6.649999704677612e-05,0.0066466999996919
150,4,0.0016364000039175,0.7345447999978205,42.378361000010045,7.2105709000024945,42.37999740001396,7.945115700000315,5.839999357704073e-05,0.0052637000044342
150,5,0.0017116999952122,0.7261130999977468,41.48574790000566,7.8702075999899535,41.48745960000088,8.5963206999877,5.8599995099939406e-05,0.0052809000044362
150,6,0.0016634999919915,0.7358090000052471,41.60251929999504,6.2132316999923205,41.60418279998703,6.949040699997568,5.8900011936202645e-05,0.0061190999986138
150,7,0.0021248999983072,0.7361114999948768,41.668514799996046,5.6758574999985285,41.670639699994354,6.411968999993405,5.609999061562121e-05,0.0053269000054569
150,8,0.0017157999973278,0.7243707000016002,41.85005209999508,5.674450800011982,41.85176789999241,6.398821500013582,5.709999823011458e-05,0.0058617000031517
150,9,0.0016766000044299,0.7438014000072144,41.63531939999666,4.614013899990823,41.63699600000109,5.3578152999980375,5.319999763742089e-05,0.0053594000055454
150,10,0.0016649999888613,0.7455445999949006,41.67557580000721,6.303498499997659,41.67724079999607,7.049043099992559,6.659999780822545e-05,0.0064164999930653
150,11,0.0016210999892791,0.7305306000052951,41.78102670000226,8.830044499991345,41.78264779999154,9.56057509999664,6.060001032892615e-05,0.0052935999992769
150,12,0.0016304000018863,0.7313487000064924,41.6437212999881,6.7185055000009015,41.64535169998999,7.449854200007394,5.809999129269272e-05,0.0053035000019008
150,13,0.0016814999980852,0.7299210999917705,41.40390489999845,7.189081999997143,41.40558639999654,7.919003099988913,5.2799994591623545e-05,0.0052982999914092
150,14,0.0017981999990297,0.7403682000003755,42.16654330000165,7.53428089999943,42.16834150000068,8.274649099999806,5.51999983144924e-05,0.0061355000070761
150,15,0.0017198999994434,0.7336662000016076,41.56316360000346,6.733015000005253,41.56488350000291,7.46668120000686,5.729999975301325e-05,0.0053278999985195
150,16,0.0016497999895364,0.7273653000011109,42.17844790000527,6.466031200005091,42.1800976999948,7.193396500006202,5.320001218933612e-05,0.0059274999948684
150,17,0.0017280000029131,0.7244742999901064,41.80511019998812,5.921347900002729,41.80683819999104,6.645822199992836,5.980000423733145e-05,0.0064958000002661
150,18,0.0019075000018347,0.7351924999966286,41.62807619999512,7.682233300001826,41.62998369999696,8.417425799998455,5.909999890718609e-05,0.0053178999951342
150,19,0.0016558000061195,0.7356571999989683,42.10573129999102,6.088206899992656,42.10738709999714,6.823864099991624,5.729999975301325e-05,0.0053162000112934
150,20,0.0016389999946113,0.7227650999993784,41.66449520000606,6.731801800007816,41.66613420000067,7.454566900007194,4.719999560620636e-05,0.0052789000037591
150,21,0.0018582000047899,0.7262205000006361,41.51636400001007,7.14863849998801,41.51822220001486,7.874858999988646,5.750000127591193e-05,0.0052830000058747
150,22,0.001628999991226,0.754371999995783,41.66317620000336,5.309211800005869,41.66480519999459,6.063583800001652,5.280000914353877e-05,0.0057706000079633
150,23,0.0016449999966425,0.760419099999126,42.1692289999919,7.601864099997329,42.170873999988544,8.362283199996455,5.230000533629209e-05,0.0053391000110423
150,24,0.0016738999984227,0.7274590000015451,41.61659160000272,6.922151399994618,41.61826550000114,7.649610399996163,5.870001041330397e-05,0.0054994000092847
150,25,0.0016688000032445,0.7328364999993937,41.52880340001138,6.373456100001931,41.53047220001463,7.106292600001325,6.859999848529696e-05,0.0059507999976631
150,26,0.0016176000062841,0.7289608999999473,41.432244299998274,6.324619300008635,41.43386190000456,7.053580200008582,5.6200005928985775e-05,0.0057921999978134
150,27,0.0015884000022197,0.7482595999899786,42.20295880000049,7.452113099992857,42.20454720000271,8.200372699982836,5.85000088904053e-05,0.0055089999950723
150,28,0.001759500009939,0.7545048000029055,42.18301189999329,4.32876980000583,42.18477140000323,5.083274600008735,7.709999044891447e-05,0.0063495000067632
150,29,0.001654600011534,0.7390153000014834,41.7214493000065,6.740978899993934,41.72310390001803,7.479994199995417,5.719999899156392e-05,0.0052748000016435
150,30,0.0016337999986717,0.7369806000060635,41.78582160000224,5.853423300010036,41.78745540000091,6.590403900016099,5.499999679159373e-05,0.005317199989804
150,31,0.0017752999992808,0.7243277999950806,41.92001769998751,5.8636419999966165,41.92179299998679,6.587969799991697,5.219999002292752e-05,0.0052582000062102
150,32,0.0017059999954653,0.7265962999954354,41.65152379999927,8.30713580000156,41.65322979999473,9.033732099996996,5.909999890718609e-05,0.0052575000008801
150,33,0.0016555000038351,0.7462888999871211,41.31769709999208,6.554940899994108,41.31935259999591,7.301229799981229,5.210000381339341e-05,0.0053201999980956
150,34,0.0016417000006185,0.7259788999945158,41.86450189999596,6.776942099997541,41.866143599996576,7.502920999992057,5.299999611452222e-05,0.0061310000019147
150,35,0.0016414999990956,0.7207570000027772,41.51560090000567,7.682920199993532,41.51724240000476,8.40367719999631,5.8599995099939406e-05,0.0055228999990504
150,36,0.0016512000001966,0.7279587999946671,41.21667249999882,5.867079999996349,41.21832369999902,6.595038799991016,5.74999867239967e-05,0.0053423000063048
150,37,0.0016704000008758,0.7391226000036113,41.277326399998856,8.112449399995967,41.27899679999973,8.851571999999578,5.34999999217689e-05,0.005272700000205
150,38,0.0020970000041415,0.742351900000358,41.31789339998795,6.922209399999701,41.31999039999209,7.664561300000059,5.1300012273713946e-05,0.0055674999894108
150,39,0.0017144000012194,0.7309076000092318,41.43299329999718,6.853465599997435,41.4347076999984,7.584373200006667,6.33999879937619e-05,0.0053313999960664
150,40,0.0016670000040903,0.7303766999975778,41.473687699995935,6.555485099990619,41.475354700000025,7.285861799988197,5.34999999217689e-05,0.0053551000019069
150,41,0.0017101999983424,0.7360218999965582,41.46317029999045,6.448935499996878,41.4648804999888,7.184957399993436,5.719999899156392e-05,0.0070702999946661
150,42,0.0018679000058909,0.7308866999956081,41.50187100000039,6.4432422999962,41.50373890000628,7.174128999991808,6.200000643730164e-05,0.005246899992926
150,43,0.0016615000058664,0.7285579000017606,41.42017269998905,6.058878199997707,41.42183419999492,6.787436099999468,5.790000432170928e-05,0.0061041999870212
150,44,0.0016708000039216,0.7437909000000218,41.64465729999938,7.502982700010762,41.6463281000033,8.246773600010783,5.5500000598840415e-05,0.0052969999960623
150,45,0.0016390999953728,0.7325117000000319,41.57539289999113,6.686616000006325,41.5770319999865,7.419127700006356,5.4899996030144393e-05,0.0052900000009685
150,46,0.0016877000016393,0.7365828999900259,41.42527579999296,6.995954699988943,41.4269634999946,7.732537599978968,5.319999763742089e-05,0.0054166999907465
150,47,0.0018132999975932,0.7563015000050655,41.62732240000332,7.735080699989339,41.62913570000092,8.491382199994405,5.700001202058047e-05,0.0052999000035924
150,48,0.0016032999992603,0.7237037999875611,41.48433500000101,9.279029700002866,41.48593830000027,10.002733499990429,5.18000015290454e-05,0.0052699000079883
150,49,0.0016597999929217,0.7312011000030907,41.79904559999704,5.665403099992545,41.800705399989965,6.396604199995636,5.160000000614673e-05,0.0053114000038476
150,50,0.0017102000128943,0.7305058000056306,41.416680199996335,5.896387800006778,41.41839040000923,6.626893600012409,5.199998850002885e-05,0.0062288000044645
161,1,0.0018307999998796,0.9175786999985576,48.644205900011,10.141189400004803,48.64603670001088,11.058768100003364,6.180000491440296e-05,0.0064136000000871
161,2,0.0019737999973585,0.929362900002161,47.836016300003394,8.61292840000533,47.83799010000075,9.542291300007491,5.869999586138874e-05,0.0064126999932341
161,3,0.0019098000047961,0.8922375999973156,47.708778700005496,6.353630099998554,47.71068850001029,7.24586769999587,6.859999848529696e-05,0.0071967000112636
161,4,0.0018317000067327,0.9057070999988356,47.97721979999915,7.863085399992997,47.97905150000588,8.768792499991832,6.580000626854599e-05,0.0064090000087162
161,5,0.0018026999896392,0.8955889999924693,47.891748300011386,10.593217699992238,47.89355100000103,11.488806699984709,6.059999577701092e-05,0.0071356999978888
161,6,0.00234370000544,0.9373694999958389,48.45531010000559,7.868849099992076,48.45765380001103,8.806218599987915,6.0300008044578135e-05,0.0079398999951081
161,7,0.0018756999925244,0.9199393000017152,47.74681579999742,11.047092399996473,47.748691499989945,11.967031699998188,6.310000026132911e-05,0.0063981999992392
161,8,0.0019214999920222,0.9132479000109016,47.84923039999558,7.913555199993425,47.8511518999876,8.826803100004327,6.36000040685758e-05,0.0065460000041639
161,9,0.0018972999969264,0.8954098999965936,48.068792699996266,8.221849699999439,48.07068999999319,9.117259599996032,6.960000609979033e-05,0.0071088999975472
161,10,0.0018609000107971,0.9015729999955512,47.88245660001121,8.571833199996036,47.88431750002201,9.473406199991588,6.419999408535659e-05,0.0070853999932296
161,11,0.0019233999919379,0.8945300000050338,47.623609800008126,8.545863000006648,47.62553320000006,9.440393000011682,5.459999374579638e-05,0.0068518000043695
161,12,0.001836399998865,0.9064452000020538,48.010089999996126,8.63917819999915,48.01192639999499,9.545623400001205,6.139998731669039e-05,0.0062876000010874
161,13,0.0018989000091096,0.924935600007302,47.93096990000049,8.42759279999882,47.9328688000096,9.352528400006122,6.079999729990959e-05,0.0062914999871281
161,14,0.0018717000057222,0.8996691000065766,47.60119709999708,9.964002699998671,47.6030688000028,10.86367180000525,5.609999061562121e-05,0.0067429000046104
161,15,0.0021149000094737,0.9357859000010648,48.19450319999305,9.549724099997547,48.19661810000253,10.485509999998612,7.139999070204794e-05,0.0073512999952072
161,16,0.0018006000027526,0.9108957999997074,47.92179189999297,9.450062000003529,47.92359249999572,10.360957800003234,5.979998968541622e-05,0.006284000002779
161,17,0.0018871999927796,0.9146710000059102,48.136251400006586,7.171003499999642,48.138138599999365,8.085674500005553,5.950000195298344e-05,0.0071073000144679
